ai_task,base_model,hardware,cloud_region,dataset_size,epochs,carbon_footprint,training_time,performance_score,failure_risk
Speech Recognition,GPT-3.5,NVIDIA A100,eu-west-3,1103,32,150,65,91,Low
Computer Vision,BERT-large,CPU,us-east-1,489,11,9.9,27.3,77.9,High
Computer Vision,ResNet-101,NVIDIA V100,us-east-1,156,14,22.1,3,88.6,Low
NLP,ViT-Base,NVIDIA V100,ap-southeast-1,2958,3,30.6,21.4,85.4,Low
Recommendation,GPT-3.5,NVIDIA A100,us-east-1,2791,35,150,65,84.2,Medium
Speech Recognition,BERT-base,NVIDIA V100,ap-southeast-1,2942,20,150,65,92.1,Low
NLP,ViT-Base,NVIDIA RTX 4090,us-east-1,207,23,39.3,11.2,85.6,Low
Recommendation,BERT-large,NVIDIA RTX 4090,eu-west-3,232,34,57.7,22.4,85.1,Low
Recommendation,BERT-base,TPU v4,eu-west-3,1029,22,150,30.3,97,Low
Speech Recognition,ResNet-101,NVIDIA V100,us-west-2,2675,31,150,65,81.4,Medium
Recommendation,BERT-base,CPU,ap-southeast-1,1053,19,45.2,65,72,High
Recommendation,ViT-Base,TPU v4,ap-southeast-1,1016,27,150,49.9,83.6,Medium
Speech Recognition,BERT-base,NVIDIA V100,us-west-2,672,21,73.3,11.2,90.5,Low
Speech Recognition,ViT-Base,NVIDIA V100,eu-west-1,1472,14,78.1,61.5,91.4,Low
Computer Vision,ResNet-101,NVIDIA V100,us-west-2,1548,23,70.2,54.1,90.6,Low
NLP,ResNet-101,NVIDIA RTX 4090,ap-southeast-1,1960,34,150,65,90.4,Low
Speech Recognition,BERT-large,CPU,eu-west-1,2006,20,58.1,65,78.2,High
Speech Recognition,ViT-Base,CPU,us-east-1,2719,13,30.9,65,79.4,High
Speech Recognition,ResNet-50,NVIDIA A100,us-west-2,2011,8,139.8,13.3,91.1,Low
NLP,BERT-base,NVIDIA V100,us-west-2,2908,29,150,65,86.8,Low
Speech Recognition,ResNet-50,NVIDIA RTX 4090,us-west-2,2038,15,150,21.7,84.1,Medium
Speech Recognition,GPT-3.5,NVIDIA V100,us-west-2,792,14,91.2,17.4,87.4,Low
Recommendation,GPT-3.5,CPU,us-west-2,2060,34,150,65,69.5,High
Recommendation,ResNet-101,TPU v4,eu-west-3,276,14,59.5,3,86.7,Low
Speech Recognition,GPT-3.5,CPU,eu-west-1,218,6,5,10.2,76.8,High
Computer Vision,ResNet-101,TPU v4,us-east-1,3268,12,150,41.9,97,Low
Speech Recognition,ResNet-101,CPU,eu-west-3,899,31,65.6,65,65.1,High
Recommendation,BERT-base,NVIDIA RTX 4090,ap-southeast-1,2968,21,150,31,85.9,Low
Recommendation,BERT-base,NVIDIA V100,eu-west-1,2323,24,150,42.3,81.1,Medium
Speech Recognition,ResNet-50,TPU v4,eu-west-3,362,6,13.2,3,93.2,Low
Computer Vision,ResNet-101,TPU v4,us-east-1,1822,26,150,65,93.5,Low
Recommendation,GPT-3.5,CPU,eu-west-3,444,33,30,57.5,65,High
Recommendation,BERT-large,CPU,eu-west-1,1482,27,48.4,65,74.6,High
Speech Recognition,ResNet-101,TPU v4,ap-southeast-1,896,13,74.3,26.1,97,Low
Recommendation,BERT-large,NVIDIA V100,us-west-2,1692,14,50.6,65,85.6,Low
Recommendation,ViT-Base,CPU,us-west-2,2813,23,35.5,65,65.9,High
Recommendation,BERT-large,TPU v4,us-west-2,2637,10,150,22.8,88.5,Low
Computer Vision,ViT-Base,TPU v4,eu-west-3,1497,21,150,14.8,90.4,Low
Speech Recognition,BERT-base,NVIDIA A100,ap-southeast-1,1050,30,150,31.8,89.9,Low
Recommendation,ViT-Base,TPU v4,ap-southeast-1,2823,35,150,65,90.1,Low
Speech Recognition,BERT-large,NVIDIA RTX 4090,us-east-1,185,6,12.9,3,85.9,Low
Computer Vision,ViT-Base,TPU v4,ap-southeast-1,3513,6,150,42.5,91.1,Low
Computer Vision,ViT-Base,NVIDIA RTX 4090,us-west-2,3013,19,150,65,92.8,Low
Computer Vision,BERT-large,CPU,eu-west-1,2228,12,64.4,65,69.3,High
NLP,ResNet-50,TPU v4,us-west-2,411,4,9.8,3,96.1,Low
Recommendation,BERT-large,NVIDIA RTX 4090,us-west-2,2917,3,85.1,12.5,85.9,Low
NLP,ResNet-50,NVIDIA V100,us-west-2,1747,18,150,56.4,88.2,Low
Computer Vision,ResNet-101,NVIDIA V100,eu-west-3,686,8,54.3,13.6,92.7,Low
Recommendation,ResNet-50,TPU v4,eu-west-3,1384,3,40.1,3,93.9,Low
Speech Recognition,ResNet-50,TPU v4,ap-southeast-1,1774,34,150,65,95.7,Low
NLP,ResNet-101,NVIDIA V100,ap-southeast-1,1053,28,150,65,84.7,Medium
NLP,GPT-3.5,NVIDIA V100,eu-west-3,491,23,23.4,32.8,91.7,Low
Recommendation,ResNet-101,NVIDIA A100,ap-southeast-1,2449,12,150,65,90.6,Low
Computer Vision,BERT-base,TPU v4,us-west-2,2565,31,150,65,96.2,Low
NLP,BERT-base,NVIDIA A100,us-west-2,2232,16,92.7,65,97,Low
NLP,BERT-large,CPU,ap-southeast-1,722,35,68.1,65,70.9,High
Speech Recognition,ViT-Base,NVIDIA A100,us-east-1,2624,18,150,65,86.7,Low
Recommendation,ResNet-50,NVIDIA A100,ap-southeast-1,2413,4,90.8,24.2,90.5,Low
Computer Vision,ResNet-101,NVIDIA V100,eu-west-3,2613,35,150,65,87.9,Low
Recommendation,BERT-large,NVIDIA A100,eu-west-3,2025,30,150,65,94.4,Low
Computer Vision,BERT-large,CPU,eu-west-1,3488,17,92.2,65,68.5,High
Computer Vision,GPT-3.5,NVIDIA V100,eu-west-1,870,15,56.5,35.7,84.9,Medium
Recommendation,ViT-Base,CPU,ap-southeast-1,862,30,84.2,65,73.4,High
NLP,BERT-large,NVIDIA V100,eu-west-1,1033,5,43.4,18.9,87.1,Low
Recommendation,ViT-Base,NVIDIA RTX 4090,us-west-2,2671,28,150,65,84.9,Medium
Computer Vision,ResNet-50,NVIDIA V100,ap-southeast-1,1884,28,150,65,91.3,Low
Speech Recognition,BERT-large,NVIDIA V100,eu-west-1,752,30,150,41.4,82.4,Medium
Speech Recognition,ViT-Base,CPU,eu-west-3,1413,23,79.8,65,73.5,High
Speech Recognition,BERT-base,CPU,ap-southeast-1,1037,26,73.3,65,65.8,High
NLP,ResNet-50,NVIDIA V100,us-west-2,2324,17,150,62.6,80.6,Medium
NLP,ResNet-50,NVIDIA A100,us-west-2,1674,28,150,65,90.1,Low
Speech Recognition,GPT-3.5,NVIDIA A100,eu-west-3,1131,32,150,65,89.9,Low
NLP,BERT-large,CPU,us-east-1,1405,4,14.6,39.9,72,High
NLP,ResNet-101,NVIDIA V100,eu-west-1,204,23,12.9,15,82.3,Medium
Recommendation,BERT-base,CPU,eu-west-1,144,24,5,12.1,73.7,High
Speech Recognition,GPT-3.5,TPU v4,us-east-1,2968,20,150,61.5,96.6,Low
NLP,ResNet-101,NVIDIA A100,ap-southeast-1,811,5,40.4,10.7,95.9,Low
Recommendation,ResNet-101,NVIDIA A100,eu-west-3,1701,15,150,30.1,77.6,Medium
Computer Vision,GPT-3.5,NVIDIA V100,us-east-1,542,33,110.6,53.8,79.8,Medium
NLP,BERT-large,NVIDIA V100,eu-west-1,2248,13,75,54.3,87,Low
Speech Recognition,ResNet-50,NVIDIA RTX 4090,us-west-2,1869,28,150,47.2,87.5,Low
Computer Vision,GPT-3.5,NVIDIA RTX 4090,eu-west-1,1845,12,150,52.3,86.7,Low
Recommendation,BERT-base,NVIDIA A100,eu-west-3,1713,10,148.5,25.9,95.9,Low
Recommendation,BERT-large,NVIDIA V100,ap-southeast-1,2633,17,150,65,89.6,Low
NLP,ResNet-101,CPU,eu-west-1,2980,9,63.1,65,72.5,High
Speech Recognition,ViT-Base,CPU,ap-southeast-1,1895,34,150,65,71.7,High
NLP,ResNet-50,CPU,us-east-1,1851,16,75.2,65,72,High
Computer Vision,BERT-base,CPU,us-east-1,608,5,5,17.1,71.4,High
NLP,BERT-large,NVIDIA RTX 4090,us-west-2,972,32,150,20.8,85.2,Low
NLP,BERT-base,NVIDIA RTX 4090,us-west-2,911,31,150,54.7,86.6,Low
Recommendation,BERT-large,TPU v4,eu-west-3,1235,25,150,18.8,85.3,Low
Computer Vision,BERT-large,CPU,ap-southeast-1,2766,24,60.2,65,74.9,High
NLP,ViT-Base,NVIDIA V100,eu-west-3,1801,31,150,65,89.6,Low
NLP,ResNet-101,NVIDIA V100,us-east-1,2689,12,150,31.7,86.7,Low
Computer Vision,ResNet-101,NVIDIA A100,us-west-2,362,6,28.1,3,90,Low
NLP,ViT-Base,NVIDIA A100,eu-west-3,1580,14,150,36.6,87.5,Low
Recommendation,ViT-Base,NVIDIA V100,ap-southeast-1,1211,21,134.1,27.5,89.2,Low
Speech Recognition,GPT-3.5,NVIDIA A100,us-east-1,1919,4,58.7,6.6,90.3,Low
Recommendation,ResNet-101,TPU v4,ap-southeast-1,2428,10,150,53.7,95.1,Low
Recommendation,GPT-3.5,NVIDIA RTX 4090,us-west-2,1135,35,114.6,65,87.9,Low
Computer Vision,ResNet-50,TPU v4,us-east-1,2264,13,150,20.9,97,Low
Computer Vision,ResNet-50,NVIDIA RTX 4090,eu-west-3,366,6,20.5,3,91.3,Low
Recommendation,BERT-large,TPU v4,us-east-1,990,24,129.3,27.4,90.4,Low
NLP,BERT-large,TPU v4,eu-west-1,240,18,32.8,3,93,Low
Computer Vision,GPT-3.5,NVIDIA A100,ap-southeast-1,525,9,34,13.7,93.6,Low
Computer Vision,ResNet-101,NVIDIA V100,ap-southeast-1,237,5,5.4,4,82.1,Medium
NLP,ResNet-50,NVIDIA RTX 4090,eu-west-1,1960,3,17.3,18.6,91.2,Low
Computer Vision,BERT-large,TPU v4,us-east-1,256,23,23.8,9.7,91.6,Low
NLP,GPT-3.5,TPU v4,eu-west-1,1750,24,150,65,92.8,Low
Computer Vision,ViT-Base,NVIDIA A100,eu-west-3,1197,31,150,65,95.1,Low
Recommendation,BERT-large,NVIDIA A100,us-east-1,202,10,16,3,86,Low
NLP,ResNet-50,NVIDIA A100,ap-southeast-1,2880,21,150,65,95.2,Low
Computer Vision,BERT-base,CPU,ap-southeast-1,507,21,7.1,20.3,75,High
NLP,ResNet-101,NVIDIA A100,eu-west-1,1910,11,101.9,36.2,89.6,Low
Speech Recognition,GPT-3.5,NVIDIA A100,eu-west-3,894,9,37.9,11.2,87.6,Low
Recommendation,ViT-Base,NVIDIA RTX 4090,us-east-1,2229,35,150,48.2,88.7,Low
Recommendation,ViT-Base,NVIDIA A100,eu-west-1,2632,22,139.8,65,92.4,Low
Speech Recognition,ResNet-101,CPU,eu-west-1,716,18,17,36.4,69.1,High
Computer Vision,ViT-Base,TPU v4,ap-southeast-1,1449,33,150,65,89.4,Low
Computer Vision,ResNet-50,TPU v4,ap-southeast-1,1428,17,109.1,50.3,91.5,Low
NLP,ResNet-101,NVIDIA V100,eu-west-3,1814,28,150,65,92.5,Low
NLP,ResNet-50,NVIDIA RTX 4090,us-west-2,2795,4,103.9,19.8,90.7,Low
NLP,BERT-large,NVIDIA A100,eu-west-1,2452,3,91.3,11.9,95.2,Low
NLP,ResNet-50,TPU v4,eu-west-3,2085,21,150,65,92.8,Low
Computer Vision,ResNet-101,CPU,eu-west-3,2920,28,58.5,65,71,High
NLP,ResNet-101,CPU,eu-west-3,2558,9,51.3,65,71.6,High
Computer Vision,ResNet-50,CPU,eu-west-1,1333,25,58.4,65,68.9,High
Recommendation,ResNet-50,NVIDIA A100,ap-southeast-1,765,26,121.6,56.5,84.7,Medium
Recommendation,BERT-large,TPU v4,eu-west-1,2492,27,150,65,85.7,Low
NLP,BERT-large,TPU v4,us-west-2,163,33,71.5,6.8,90.7,Low
Computer Vision,ViT-Base,CPU,eu-west-3,489,32,20.5,65,70.2,High
NLP,BERT-large,CPU,us-east-1,226,29,6.7,24.7,79,High
Recommendation,ViT-Base,CPU,ap-southeast-1,420,33,34.2,49.1,69.2,High
Computer Vision,BERT-large,NVIDIA V100,us-west-2,2334,23,150,65,84.6,Medium
Computer Vision,ResNet-101,NVIDIA RTX 4090,us-east-1,1892,14,150,39.3,85.8,Low
Recommendation,ResNet-50,NVIDIA A100,ap-southeast-1,2044,28,150,25.4,88,Low
Speech Recognition,ResNet-101,NVIDIA A100,us-west-2,2639,29,150,65,92.4,Low
NLP,ResNet-50,TPU v4,eu-west-3,2517,31,150,65,94.6,Low
Recommendation,BERT-base,CPU,us-west-2,2761,25,100.8,65,72.2,High
Computer Vision,ResNet-101,CPU,us-east-1,1947,31,150,65,77.3,High
NLP,ResNet-50,NVIDIA V100,ap-southeast-1,1643,31,150,42.7,86.6,Low
Speech Recognition,ViT-Base,NVIDIA A100,eu-west-3,298,25,59.7,12.2,91.2,Low
NLP,BERT-base,TPU v4,us-west-2,2911,21,150,35.8,93.9,Low
NLP,GPT-3.5,NVIDIA RTX 4090,eu-west-3,2842,28,150,65,92.9,Low
Recommendation,ViT-Base,NVIDIA V100,eu-west-3,1744,21,150,65,84.4,Medium
NLP,ViT-Base,CPU,us-west-2,141,35,9.2,14.2,77.5,High
NLP,ResNet-101,NVIDIA V100,eu-west-3,1581,24,150,57.2,86.1,Low
Speech Recognition,ViT-Base,NVIDIA RTX 4090,ap-southeast-1,261,6,6.6,3,92.5,Low
Speech Recognition,GPT-3.5,NVIDIA V100,eu-west-1,2951,28,150,65,80.3,Medium
Computer Vision,ResNet-101,NVIDIA RTX 4090,us-east-1,2047,8,43.3,13.4,92.2,Low
Recommendation,BERT-large,NVIDIA RTX 4090,ap-southeast-1,2210,4,99,9.5,92.4,Low
Computer Vision,ResNet-50,NVIDIA A100,us-west-2,1387,20,150,24.8,95.9,Low
Speech Recognition,ResNet-50,NVIDIA RTX 4090,eu-west-3,1627,10,150,14.1,89.8,Low
Speech Recognition,GPT-3.5,NVIDIA RTX 4090,eu-west-3,671,24,132.1,20.3,83.7,Medium
Computer Vision,GPT-3.5,CPU,us-east-1,1216,34,31,65,72.6,High
Recommendation,GPT-3.5,NVIDIA A100,us-west-2,1011,16,150,9.5,89.7,Low
NLP,ResNet-101,NVIDIA V100,us-east-1,504,11,23.9,15,85.7,Low
Speech Recognition,BERT-large,NVIDIA RTX 4090,eu-west-1,133,16,6.7,4.7,90.8,Low
Speech Recognition,GPT-3.5,NVIDIA A100,eu-west-1,2301,26,150,65,97,Low
Recommendation,ResNet-101,TPU v4,ap-southeast-1,2548,34,150,65,88.6,Low
Speech Recognition,BERT-large,TPU v4,eu-west-1,1519,7,150,12.8,94.5,Low
NLP,ResNet-101,CPU,us-west-2,1476,21,23.9,65,65.1,High
NLP,BERT-base,TPU v4,eu-west-3,2821,27,150,65,90.5,Low
Computer Vision,GPT-3.5,NVIDIA RTX 4090,eu-west-1,1104,3,21.8,5.4,94.8,Low
Computer Vision,GPT-3.5,NVIDIA A100,eu-west-3,1220,6,26.7,19.3,92.6,Low
Recommendation,ResNet-101,CPU,eu-west-3,2989,29,67.4,65,67.8,High
Computer Vision,ViT-Base,NVIDIA A100,eu-west-1,802,3,14,3,90,Low
Computer Vision,BERT-large,NVIDIA A100,us-west-2,1828,5,64.2,10.2,87.4,Low
Computer Vision,GPT-3.5,NVIDIA A100,us-east-1,3495,32,150,65,95.7,Low
Speech Recognition,BERT-base,NVIDIA V100,eu-west-3,589,27,82.4,41.8,85.3,Low
Computer Vision,GPT-3.5,NVIDIA RTX 4090,us-east-1,3313,9,150,21.8,81.6,Medium
Computer Vision,BERT-large,NVIDIA V100,us-east-1,2202,13,150,56.5,83.6,Medium
NLP,BERT-large,NVIDIA V100,ap-southeast-1,1801,6,113.1,13.4,89.6,Low
Computer Vision,BERT-base,NVIDIA A100,us-west-2,638,4,8.9,4.8,88.4,Low
Speech Recognition,BERT-large,NVIDIA V100,eu-west-3,288,20,13.2,16.8,90.7,Low
Recommendation,BERT-large,NVIDIA V100,eu-west-3,2605,31,150,65,77.6,Medium
Recommendation,ViT-Base,NVIDIA V100,eu-west-3,1450,34,150,65,78.5,Medium
NLP,GPT-3.5,NVIDIA A100,eu-west-1,524,26,114.6,31.7,97,Low
NLP,BERT-base,CPU,us-east-1,2791,11,31.6,65,69.1,High
Recommendation,BERT-base,TPU v4,ap-southeast-1,2671,12,150,20.3,92,Low
Speech Recognition,BERT-base,CPU,us-west-2,2545,9,16.6,65,70.6,High
Speech Recognition,BERT-large,CPU,eu-west-3,1069,22,45.5,65,67.2,High
Recommendation,BERT-large,NVIDIA A100,eu-west-3,2159,23,150,60.7,86.5,Low
NLP,BERT-base,CPU,eu-west-1,2730,21,111.8,65,74.4,High
Computer Vision,ResNet-101,TPU v4,eu-west-1,1940,29,150,23.4,92.9,Low
Speech Recognition,ResNet-101,CPU,eu-west-3,2043,34,150,65,73.5,High
Computer Vision,GPT-3.5,CPU,eu-west-3,769,28,40.8,65,77.2,High
Computer Vision,BERT-base,NVIDIA V100,eu-west-3,2374,15,71.9,65,82.2,Medium
NLP,ResNet-101,TPU v4,eu-west-3,1762,9,150,21.7,95.5,Low
Speech Recognition,BERT-base,CPU,eu-west-3,2065,13,18.4,65,77.3,High
Recommendation,GPT-3.5,NVIDIA A100,us-west-2,894,28,150,65,87.4,Low
Recommendation,BERT-base,CPU,ap-southeast-1,2017,27,86.1,65,66.8,High
Speech Recognition,ViT-Base,NVIDIA RTX 4090,eu-west-1,2551,8,150,18.2,83.8,Medium
Computer Vision,GPT-3.5,NVIDIA A100,eu-west-3,1632,18,129.6,47.9,86.9,Low
Recommendation,BERT-large,CPU,eu-west-1,1863,4,5.9,26.2,80.5,High
Computer Vision,GPT-3.5,NVIDIA A100,us-west-2,1477,17,150,65,85.6,Low
Speech Recognition,BERT-large,TPU v4,eu-west-3,2497,15,150,65,91.4,Low
Recommendation,BERT-base,NVIDIA A100,eu-west-1,1827,29,150,65,90.6,Low
Recommendation,BERT-large,TPU v4,us-east-1,1775,6,56.5,21.9,84.7,Medium
NLP,ResNet-101,NVIDIA RTX 4090,eu-west-3,1715,6,61.1,9.4,94.2,Low
Recommendation,BERT-base,NVIDIA A100,eu-west-1,2694,28,150,65,89,Low
Speech Recognition,ResNet-50,NVIDIA RTX 4090,eu-west-3,2429,11,150,32.8,87,Low
Recommendation,ViT-Base,NVIDIA A100,us-east-1,1758,10,150,36.5,93.9,Low
Recommendation,GPT-3.5,NVIDIA V100,ap-southeast-1,2803,22,150,65,87.2,Low
NLP,GPT-3.5,TPU v4,ap-southeast-1,547,25,112,18.3,95.2,Low
Recommendation,ViT-Base,NVIDIA V100,eu-west-1,2752,32,150,65,85.5,Low
NLP,ResNet-101,TPU v4,us-west-2,2130,12,129.9,21.1,91.7,Low
Recommendation,ResNet-101,NVIDIA V100,ap-southeast-1,1472,7,116.3,24.8,75.6,Medium
Computer Vision,BERT-large,NVIDIA RTX 4090,us-east-1,1842,23,150,65,91.4,Low
Computer Vision,ResNet-101,NVIDIA RTX 4090,ap-southeast-1,2431,14,150,24,91.4,Low
NLP,BERT-large,NVIDIA RTX 4090,us-east-1,1007,10,60.2,18.2,89.2,Low
Computer Vision,BERT-large,NVIDIA RTX 4090,eu-west-3,1635,34,150,63.4,95.5,Low
Recommendation,BERT-large,NVIDIA RTX 4090,eu-west-1,1409,13,150,32.9,91.9,Low
Recommendation,ResNet-50,TPU v4,us-east-1,1699,35,150,48.8,86.4,Low
Speech Recognition,GPT-3.5,TPU v4,ap-southeast-1,1638,18,150,55.4,93.3,Low
Speech Recognition,GPT-3.5,NVIDIA V100,eu-west-3,1647,14,150,60.3,82,Medium
Speech Recognition,ViT-Base,TPU v4,ap-southeast-1,2848,29,150,65,94.7,Low
Computer Vision,ResNet-50,NVIDIA RTX 4090,ap-southeast-1,2616,19,150,65,88.4,Low
Speech Recognition,BERT-base,NVIDIA V100,us-east-1,2234,20,111.6,50,90.4,Low
NLP,ResNet-101,NVIDIA RTX 4090,eu-west-1,1703,27,150,43.3,86.8,Low
Speech Recognition,GPT-3.5,NVIDIA V100,ap-southeast-1,1983,19,150,65,94.5,Low
Computer Vision,ViT-Base,NVIDIA A100,us-east-1,3459,26,150,43.7,86.8,Low
NLP,GPT-3.5,NVIDIA V100,us-east-1,2978,33,150,65,93.5,Low
Speech Recognition,ResNet-50,CPU,ap-southeast-1,1839,24,29.9,65,80.9,High
Speech Recognition,ResNet-101,NVIDIA V100,ap-southeast-1,2013,25,150,55.2,83.4,Medium
Speech Recognition,BERT-large,NVIDIA A100,us-west-2,2829,9,150,65,88.7,Low
NLP,GPT-3.5,TPU v4,us-west-2,2363,11,150,64.8,96.5,Low
Speech Recognition,ViT-Base,TPU v4,eu-west-3,1618,3,61.1,5.6,90.2,Low
Speech Recognition,ViT-Base,NVIDIA A100,eu-west-1,2113,10,62.6,11.5,85,Medium
Computer Vision,ResNet-50,NVIDIA V100,eu-west-3,123,29,21.4,6.2,91,Low
Recommendation,ResNet-101,TPU v4,us-west-2,1952,3,63.2,13.4,91.8,Low
Recommendation,ResNet-101,NVIDIA A100,ap-southeast-1,2812,27,150,65,86.2,Low
Computer Vision,ViT-Base,NVIDIA V100,eu-west-3,2107,33,150,65,80.1,Medium
NLP,ResNet-50,NVIDIA V100,us-east-1,2744,22,146.3,65,95.6,Low
Speech Recognition,ResNet-101,NVIDIA RTX 4090,us-east-1,1117,17,150,20.8,94.3,Low
Recommendation,BERT-large,NVIDIA A100,eu-west-1,824,35,150,60.3,85,Low
Speech Recognition,ViT-Base,NVIDIA A100,eu-west-1,2189,29,150,65,97,Low
Speech Recognition,ResNet-50,TPU v4,ap-southeast-1,520,30,150,32.3,95.9,Low
Computer Vision,ViT-Base,TPU v4,eu-west-1,226,18,41.6,4.2,92,Low
Computer Vision,ResNet-101,NVIDIA RTX 4090,eu-west-3,1729,23,150,65,88,Low
NLP,ResNet-101,CPU,us-west-2,686,27,51.5,65,76.2,High
NLP,ResNet-50,NVIDIA RTX 4090,us-west-2,1400,20,150,17.7,92.9,Low
Recommendation,ResNet-101,NVIDIA V100,us-west-2,2669,16,137.8,65,78.6,Medium
Speech Recognition,GPT-3.5,NVIDIA V100,us-west-2,1347,22,102.2,64.1,86.5,Low
Computer Vision,ViT-Base,CPU,ap-southeast-1,1224,26,83.7,65,73.4,High
Recommendation,BERT-large,NVIDIA A100,eu-west-3,241,31,56.1,5.4,89.1,Low
Computer Vision,ResNet-101,NVIDIA A100,us-west-2,1089,16,150,42.7,86.3,Low
Recommendation,ResNet-50,TPU v4,eu-west-3,661,29,150,33.4,95.1,Low
Computer Vision,GPT-3.5,NVIDIA A100,us-east-1,2043,34,150,65,91.7,Low
Computer Vision,BERT-base,TPU v4,ap-southeast-1,2092,5,135.1,9.8,95.5,Low
NLP,BERT-base,NVIDIA RTX 4090,us-west-2,114,19,18.6,3.8,84.6,Medium
NLP,GPT-3.5,CPU,eu-west-1,2747,32,150,65,65,High
Computer Vision,ResNet-101,NVIDIA V100,ap-southeast-1,2646,15,150,50.7,86.5,Low
Computer Vision,GPT-3.5,NVIDIA RTX 4090,us-east-1,1987,19,150,65,86.5,Low
Recommendation,ResNet-50,TPU v4,us-west-2,244,13,25,6.3,97,Low
NLP,BERT-large,TPU v4,eu-west-3,2738,30,150,65,91.4,Low
Computer Vision,BERT-base,NVIDIA V100,eu-west-1,1807,6,88.9,18.4,87.4,Low
Recommendation,ViT-Base,NVIDIA A100,ap-southeast-1,2060,9,150,32.1,90.6,Low
Recommendation,ResNet-50,NVIDIA A100,ap-southeast-1,2539,24,150,65,89,Low
Speech Recognition,ResNet-101,NVIDIA RTX 4090,us-east-1,813,16,122.1,20.4,92.6,Low
Recommendation,GPT-3.5,CPU,eu-west-1,2044,27,129.5,65,80.9,High
Computer Vision,GPT-3.5,NVIDIA RTX 4090,eu-west-1,3301,33,150,65,81.7,Medium
Computer Vision,ResNet-101,NVIDIA RTX 4090,eu-west-3,2005,35,150,65,83.9,Medium
Computer Vision,ViT-Base,NVIDIA V100,us-east-1,1494,12,28.2,52,87.5,Low
NLP,ViT-Base,TPU v4,eu-west-3,2564,22,150,39.5,94.1,Low
Speech Recognition,ResNet-101,NVIDIA RTX 4090,eu-west-1,1413,20,150,52.4,93.9,Low
Computer Vision,GPT-3.5,CPU,us-west-2,2422,16,48.1,65,74.8,High
Speech Recognition,BERT-large,NVIDIA RTX 4090,eu-west-3,1252,17,111.9,32.4,85.2,Low
Speech Recognition,ResNet-101,NVIDIA V100,us-west-2,699,21,71.1,37.9,80,Medium
Speech Recognition,GPT-3.5,CPU,us-west-2,654,30,59.5,65,75.6,High
Recommendation,BERT-large,NVIDIA RTX 4090,us-east-1,1690,22,118.6,65,88,Low
Speech Recognition,ViT-Base,NVIDIA A100,ap-southeast-1,997,11,44.7,12.9,85.9,Low
Speech Recognition,ResNet-50,TPU v4,ap-southeast-1,1309,31,150,17.9,92,Low
Speech Recognition,BERT-large,NVIDIA RTX 4090,us-west-2,1005,13,104.7,14,90.4,Low
NLP,ViT-Base,NVIDIA RTX 4090,ap-southeast-1,2752,9,117.6,15.7,93.6,Low
NLP,BERT-large,NVIDIA RTX 4090,eu-west-1,1229,30,150,34.6,86.7,Low
NLP,ResNet-50,NVIDIA V100,ap-southeast-1,592,27,61.7,46.1,83,Medium
Speech Recognition,ResNet-50,CPU,ap-southeast-1,2688,29,150,65,77.9,High
Computer Vision,GPT-3.5,NVIDIA RTX 4090,us-west-2,2539,27,150,65,91,Low
Speech Recognition,GPT-3.5,NVIDIA RTX 4090,ap-southeast-1,435,26,131.3,18.3,86.2,Low
Computer Vision,ResNet-50,CPU,ap-southeast-1,792,35,28.5,65,67.9,High
Speech Recognition,ViT-Base,NVIDIA RTX 4090,eu-west-1,2409,25,150,47.6,87.4,Low
Computer Vision,GPT-3.5,NVIDIA RTX 4090,us-east-1,3336,12,150,65,83.7,Medium
Speech Recognition,BERT-large,NVIDIA RTX 4090,us-west-2,855,16,74,34.4,89.1,Low
Speech Recognition,BERT-base,CPU,ap-southeast-1,1539,13,49.4,47.7,72.9,High
NLP,ResNet-101,NVIDIA A100,ap-southeast-1,835,13,137.8,27.4,94.6,Low
Recommendation,ResNet-50,NVIDIA V100,eu-west-1,989,34,150,38.9,78.3,Medium
Recommendation,BERT-base,NVIDIA RTX 4090,us-west-2,2653,13,71,33.6,85.8,Low
Recommendation,ResNet-101,CPU,us-east-1,139,32,10.9,13.4,72.1,High
NLP,GPT-3.5,NVIDIA A100,us-west-2,2598,32,150,65,93.2,Low
Speech Recognition,ResNet-50,CPU,eu-west-1,575,25,8.8,65,79,High
NLP,BERT-large,TPU v4,ap-southeast-1,737,9,39.7,14.7,94,Low
Computer Vision,ViT-Base,NVIDIA RTX 4090,eu-west-3,1459,32,150,65,80.5,Medium
Recommendation,ResNet-50,CPU,eu-west-3,1977,25,118.3,65,76.7,High
Computer Vision,ResNet-101,NVIDIA V100,eu-west-3,2298,11,150,45.2,86.9,Low
Computer Vision,GPT-3.5,CPU,us-west-2,2353,31,118.6,65,74,High
Computer Vision,ViT-Base,NVIDIA V100,us-west-2,718,8,50.6,13.9,84,Medium
NLP,ViT-Base,NVIDIA A100,ap-southeast-1,2419,6,150,25.8,92.9,Low
NLP,ResNet-50,NVIDIA RTX 4090,eu-west-1,1154,32,146.3,65,90.9,Low
NLP,BERT-large,NVIDIA V100,ap-southeast-1,1339,25,150,65,92.4,Low
NLP,ViT-Base,CPU,ap-southeast-1,287,7,5,6.8,75.3,High
NLP,GPT-3.5,CPU,eu-west-3,433,32,27.8,65,68.6,High
NLP,ResNet-101,NVIDIA A100,ap-southeast-1,1590,12,150,26.1,90.7,Low
NLP,BERT-large,NVIDIA RTX 4090,us-east-1,2409,14,150,55.6,95.5,Low
